agent_id,path_no,path_cost, arc(i.j.t.s), path_arc_incidence, arc_cap(i.j.t.s)
15,4,18.00,23.22.73.77,1,10.00
15,4,18.00,22.20.77.82,1,10.00
16,4,19.00,2.6.1.6,1,10.00
16,4,19.00,6.8.6.8,1,10.00
16,4,19.00,8.41.8.9,1,99999.00
16,4,19.00,41.41.9.10,1,99999.00
16,4,19.00,41.8.10.11,1,99999.00
16,4,19.00,8.16.11.16,1,10.00
16,4,19.00,16.17.16.18,1,10.00
16,4,19.00,17.19.18.20,1,10.00
16,4,19.00,19.42.20.21,1,99999.00
16,4,19.00,42.42.21.30,1,99999.00
16,4,19.00,42.19.30.31,1,99999.00
16,4,19.00,19.65.31.32,1,99999.00
16,4,19.00,65.19.32.33,1,99999.00
16,4,19.00,19.15.33.36,1,10.00
16,4,19.00,15.11.36.42,1,10.00
16,4,19.00,11.3.42.49,1,10.00
16,4,19.00,3.66.49.50,1,99999.00
16,4,19.00,66.3.50.51,1,99999.00
16,4,19.00,3.4.51.55,1,10.00
16,4,19.00,4.31.55.56,1,99999.00
16,4,19.00,31.4.56.57,1,99999.00
16,4,19.00,4.10.57.65,1,10.00
16,4,19.00,10.15.65.71,1,10.00
16,4,19.00,15.22.71.74,1,10.00
16,4,19.00,22.21.74.76,1,10.00
16,4,19.00,21.32.76.77,1,99999.00
16,4,19.00,32.21.77.78,1,99999.00
16,4,19.00,21.24.78.81,1,10.00
16,4,19.00,24.13.81.85,1,10.00
17,4,21.00,2.1.1.7,1,10.00
17,4,21.00,1.3.7.11,1,10.00
17,4,21.00,3.12.11.15,1,10.00
17,4,21.00,12.57.15.16,1,99999.00
17,4,21.00,57.12.16.17,1,99999.00
17,4,21.00,12.13.17.20,1,10.00
17,4,21.00,13.24.20.24,1,10.00
17,4,21.00,24.58.24.25,1,99999.00
17,4,21.00,58.24.25.26,1,99999.00
17,4,21.00,24.81.26.27,1,99999.00
17,4,21.00,81.24.27.28,1,99999.00
17,4,21.00,24.13.28.32,1,10.00
17,4,21.00,13.12.32.35,1,10.00
17,4,21.00,12.3.35.39,1,10.00
17,4,21.00,3.82.39.40,1,99999.00
17,4,21.00,82.3.40.41,1,99999.00
17,4,21.00,3.4.41.45,1,10.00
17,4,21.00,4.31.45.46,1,99999.00
17,4,21.00,31.4.46.47,1,99999.00
17,4,21.00,4.10.47.55,1,10.00
17,4,21.00,10.15.55.61,1,10.00
17,4,21.00,15.22.61.64,1,10.00
17,4,21.00,22.21.64.66,1,10.00
17,4,21.00,21.32.66.67,1,99999.00
17,4,21.00,32.21.67.68,1,99999.00
17,4,21.00,21.23.68.73,1,10.00
17,4,21.00,23.22.73.77,1,10.00
17,4,21.00,22.20.77.82,1,10.00
18,4,25.50,2.1.1.7,1,10.00
18,4,25.50,1.3.7.11,1,10.00
18,4,25.50,3.12.11.15,1,10.00
18,4,25.50,12.57.15.16,1,99999.00
18,4,25.50,57.12.16.17,1,99999.00
18,4,25.50,12.13.17.20,1,10.00
18,4,25.50,13.24.20.24,1,10.00
18,4,25.50,24.58.24.25,1,99999.00
18,4,25.50,58.24.25.26,1,99999.00
18,4,25.50,24.81.26.27,1,99999.00
18,4,25.50,81.24.27.28,1,99999.00
18,4,25.50,24.13.28.32,1,10.00
18,4,25.50,13.12.32.35,1,10.00
18,4,25.50,12.3.35.39,1,10.00
18,4,25.50,3.82.39.40,1,99999.00
18,4,25.50,82.3.40.41,1,99999.00
18,4,25.50,3.4.41.45,1,10.00
18,4,25.50,4.10.45.53,1,10.00
18,4,25.50,10.10.53.80,1,99999.00
19,4,16.00,13.12.1.4,1,10.00
19,4,16.00,12.57.4.5,1,99999.00
19,4,16.00,57.12.5.6,1,99999.00
19,4,16.00,12.13.6.9,1,10.00
19,4,16.00,13.24.9.13,1,10.00
19,4,16.00,24.58.13.14,1,99999.00
19,4,16.00,58.58.14.25,1,99999.00
19,4,16.00,58.24.25.26,1,99999.00
19,4,16.00,24.81.26.27,1,99999.00
19,4,16.00,81.24.27.28,1,99999.00
19,4,16.00,24.13.28.32,1,10.00
19,4,16.00,13.12.32.35,1,10.00
19,4,16.00,12.3.35.39,1,10.00
19,4,16.00,3.82.39.40,1,99999.00
19,4,16.00,82.3.40.41,1,99999.00
19,4,16.00,3.1.41.45,1,10.00
19,4,16.00,1.1.45.80,1,99999.00
20,4,19.00,13.12.1.4,1,10.00
20,4,19.00,12.57.4.5,1,99999.00
20,4,19.00,57.12.5.6,1,99999.00
20,4,19.00,12.13.6.9,1,10.00
20,4,19.00,13.24.9.13,1,10.00
20,4,19.00,24.58.13.14,1,99999.00
20,4,19.00,58.58.14.25,1,99999.00
20,4,19.00,58.24.25.26,1,99999.00
20,4,19.00,24.81.26.27,1,99999.00
20,4,19.00,81.24.27.28,1,99999.00
20,4,19.00,24.13.28.32,1,10.00
20,4,19.00,13.12.32.35,1,10.00
20,4,19.00,12.3.35.39,1,10.00
20,4,19.00,3.82.39.40,1,99999.00
20,4,19.00,82.3.40.41,1,99999.00
20,4,19.00,3.1.41.45,1,10.00
20,4,19.00,1.2.45.51,1,10.00
20,4,19.00,2.2.51.80,1,99999.00
21,4,20.00,13.12.1.4,1,10.00
21,4,20.00,12.57.4.5,1,99999.00
21,4,20.00,57.12.5.6,1,99999.00
21,4,20.00,12.13.6.9,1,10.00
21,4,20.00,13.24.9.13,1,10.00
21,4,20.00,24.58.13.14,1,99999.00
21,4,20.00,58.58.14.25,1,99999.00
21,4,20.00,58.24.25.26,1,99999.00
21,4,20.00,24.81.26.27,1,99999.00
21,4,20.00,81.24.27.28,1,99999.00
21,4,20.00,24.13.28.32,1,10.00
21,4,20.00,13.12.32.35,1,10.00
21,4,20.00,12.3.35.39,1,10.00
21,4,20.00,3.82.39.40,1,99999.00
21,4,20.00,82.3.40.41,1,99999.00
21,4,20.00,3.4.41.45,1,10.00
21,4,20.00,4.10.45.53,1,10.00
21,4,20.00,10.10.53.80,1,99999.00
22,4,26.00,20.18.1.5,1,10.00
22,4,26.00,18.63.5.6,1,99999.00
22,4,26.00,63.63.6.10,1,99999.00
22,4,26.00,63.18.10.11,1,99999.00
22,4,26.00,18.16.11.14,1,10.00
22,4,26.00,16.8.14.19,1,10.00
22,4,26.00,8.6.19.21,1,10.00
22,4,26.00,6.64.21.22,1,99999.00
22,4,26.00,64.64.22.30,1,99999.00
22,4,26.00,64.6.30.31,1,99999.00
22,4,26.00,6.8.31.33,1,10.00
22,4,26.00,8.16.33.38,1,10.00
22,4,26.00,16.17.38.40,1,10.00
22,4,26.00,17.19.40.42,1,10.00
22,4,26.00,19.65.42.43,1,99999.00
22,4,26.00,65.19.43.44,1,99999.00
22,4,26.00,19.15.44.47,1,10.00
22,4,26.00,15.11.47.53,1,10.00
22,4,26.00,11.3.53.60,1,10.00
22,4,26.00,3.66.60.61,1,99999.00
22,4,26.00,66.3.61.62,1,99999.00
22,4,26.00,3.1.62.66,1,10.00
22,4,26.00,1.1.66.80,1,99999.00
23,4,29.00,20.18.1.5,1,10.00
23,4,29.00,18.63.5.6,1,99999.00
23,4,29.00,63.63.6.10,1,99999.00
23,4,29.00,63.18.10.11,1,99999.00
23,4,29.00,18.16.11.14,1,10.00
23,4,29.00,16.8.14.19,1,10.00
23,4,29.00,8.6.19.21,1,10.00
23,4,29.00,6.64.21.22,1,99999.00
23,4,29.00,64.64.22.30,1,99999.00
23,4,29.00,64.6.30.31,1,99999.00
23,4,29.00,6.8.31.33,1,10.00
23,4,29.00,8.16.33.38,1,10.00
23,4,29.00,16.17.38.40,1,10.00
23,4,29.00,17.19.40.42,1,10.00
23,4,29.00,19.65.42.43,1,99999.00
23,4,29.00,65.19.43.44,1,99999.00
23,4,29.00,19.15.44.47,1,10.00
23,4,29.00,15.11.47.53,1,10.00
23,4,29.00,11.3.53.60,1,10.00
23,4,29.00,3.66.60.61,1,99999.00
23,4,29.00,66.3.61.62,1,99999.00
23,4,29.00,3.1.62.66,1,10.00
23,4,29.00,1.2.66.72,1,10.00
23,4,29.00,2.2.72.80,1,99999.00
24,4,23.50,20.18.1.5,1,10.00
24,4,23.50,18.63.5.6,1,99999.00
24,4,23.50,63.63.6.10,1,99999.00
24,4,23.50,63.18.10.11,1,99999.00
24,4,23.50,18.16.11.14,1,10.00
24,4,23.50,16.8.14.19,1,10.00
24,4,23.50,8.6.19.21,1,10.00
24,4,23.50,6.64.21.22,1,99999.00
24,4,23.50,64.64.22.30,1,99999.00
24,4,23.50,64.6.30.31,1,99999.00
24,4,23.50,6.8.31.33,1,10.00
24,4,23.50,8.45.33.34,1,99999.00
24,4,23.50,45.8.34.35,1,99999.00
24,4,23.50,8.16.35.40,1,10.00
24,4,23.50,16.17.40.42,1,10.00
24,4,23.50,17.19.42.44,1,10.00
24,4,23.50,19.15.44.47,1,10.00
24,4,23.50,15.22.47.50,1,10.00
24,4,23.50,22.46.50.51,1,99999.00
24,4,23.50,46.22.51.52,1,99999.00
24,4,23.50,22.15.52.55,1,10.00
24,4,23.50,15.10.55.61,1,10.00
24,4,23.50,10.10.61.80,1,99999.00
25,4,25.00,1.3.1.5,1,10.00
25,4,25.00,3.11.5.12,1,10.00
25,4,25.00,11.53.12.13,1,99999.00
25,4,25.00,53.11.13.14,1,99999.00
25,4,25.00,11.15.14.20,1,10.00
25,4,25.00,15.22.20.23,1,10.00
25,4,25.00,22.54.23.24,1,99999.00
25,4,25.00,54.54.24.25,1,99999.00
25,4,25.00,54.22.25.26,1,99999.00
25,4,25.00,22.73.26.27,1,99999.00
25,4,25.00,73.22.27.28,1,99999.00
25,4,25.00,22.15.28.31,1,10.00
25,4,25.00,15.11.31.37,1,10.00
25,4,25.00,11.3.37.44,1,10.00
25,4,25.00,3.74.44.45,1,99999.00
25,4,25.00,74.3.45.46,1,99999.00
25,4,25.00,3.12.46.50,1,10.00
25,4,25.00,12.13.50.53,1,10.00
25,4,25.00,13.13.53.80,1,99999.00
26,4,21.00,2.1.1.7,1,10.00
26,4,21.00,1.3.7.11,1,10.00
26,4,21.00,3.12.11.15,1,10.00
26,4,21.00,12.57.15.16,1,99999.00
26,4,21.00,57.12.16.17,1,99999.00
26,4,21.00,12.13.17.20,1,10.00
26,4,21.00,13.24.20.24,1,10.00
26,4,21.00,24.58.24.25,1,99999.00
26,4,21.00,58.24.25.26,1,99999.00
26,4,21.00,24.81.26.27,1,99999.00
26,4,21.00,81.24.27.28,1,99999.00
26,4,21.00,24.13.28.32,1,10.00
26,4,21.00,13.12.32.35,1,10.00
26,4,21.00,12.3.35.39,1,10.00
26,4,21.00,3.82.39.40,1,99999.00
26,4,21.00,82.3.40.41,1,99999.00
26,4,21.00,3.4.41.45,1,10.00
26,4,21.00,4.31.45.46,1,99999.00
26,4,21.00,31.4.46.47,1,99999.00
26,4,21.00,4.10.47.55,1,10.00
26,4,21.00,10.15.55.61,1,10.00
26,4,21.00,15.22.61.64,1,10.00
26,4,21.00,22.21.64.66,1,10.00
26,4,21.00,21.32.66.67,1,99999.00
26,4,21.00,32.21.67.68,1,99999.00
26,4,21.00,21.23.68.73,1,10.00
26,4,21.00,23.22.73.77,1,10.00
26,4,21.00,22.20.77.82,1,10.00
27,4,16.00,13.12.1.4,1,10.00
27,4,16.00,12.57.4.5,1,99999.00
27,4,16.00,57.12.5.6,1,99999.00
27,4,16.00,12.13.6.9,1,10.00
27,4,16.00,13.24.9.13,1,10.00
27,4,16.00,24.58.13.14,1,99999.00
27,4,16.00,58.58.14.25,1,99999.00
27,4,16.00,58.24.25.26,1,99999.00
27,4,16.00,24.81.26.27,1,99999.00
27,4,16.00,81.24.27.28,1,99999.00
27,4,16.00,24.13.28.32,1,10.00
27,4,16.00,13.12.32.35,1,10.00
27,4,16.00,12.3.35.39,1,10.00
27,4,16.00,3.82.39.40,1,99999.00
27,4,16.00,82.3.40.41,1,99999.00
27,4,16.00,3.1.41.45,1,10.00
27,4,16.00,1.1.45.80,1,99999.00
28,4,29.00,20.18.1.5,1,10.00
28,4,29.00,18.63.5.6,1,99999.00
28,4,29.00,63.63.6.10,1,99999.00
28,4,29.00,63.18.10.11,1,99999.00
28,4,29.00,18.16.11.14,1,10.00
28,4,29.00,16.8.14.19,1,10.00
28,4,29.00,8.6.19.21,1,10.00
28,4,29.00,6.64.21.22,1,99999.00
28,4,29.00,64.64.22.30,1,99999.00
28,4,29.00,64.6.30.31,1,99999.00
28,4,29.00,6.8.31.33,1,10.00
28,4,29.00,8.16.33.38,1,10.00
28,4,29.00,16.17.38.40,1,10.00
28,4,29.00,17.19.40.42,1,10.00
28,4,29.00,19.65.42.43,1,99999.00
28,4,29.00,65.19.43.44,1,99999.00
28,4,29.00,19.15.44.47,1,10.00
28,4,29.00,15.11.47.53,1,10.00
28,4,29.00,11.3.53.60,1,10.00
28,4,29.00,3.66.60.61,1,99999.00
28,4,29.00,66.3.61.62,1,99999.00
28,4,29.00,3.1.62.66,1,10.00
28,4,29.00,1.2.66.72,1,10.00
28,4,29.00,2.2.72.80,1,99999.00
29,4,25.00,1.3.1.5,1,10.00
29,4,25.00,3.11.5.12,1,10.00
29,4,25.00,11.53.12.13,1,99999.00
29,4,25.00,53.11.13.14,1,99999.00
29,4,25.00,11.15.14.20,1,10.00
29,4,25.00,15.22.20.23,1,10.00
29,4,25.00,22.54.23.24,1,99999.00
29,4,25.00,54.54.24.25,1,99999.00
29,4,25.00,54.22.25.26,1,99999.00
29,4,25.00,22.73.26.27,1,99999.00
29,4,25.00,73.22.27.28,1,99999.00
29,4,25.00,22.15.28.31,1,10.00
29,4,25.00,15.11.31.37,1,10.00
29,4,25.00,11.3.37.44,1,10.00
29,4,25.00,3.74.44.45,1,99999.00
29,4,25.00,74.3.45.46,1,99999.00
29,4,25.00,3.12.46.50,1,10.00
29,4,25.00,12.13.50.53,1,10.00
29,4,25.00,13.13.53.80,1,99999.00
30,4,21.00,2.1.1.7,1,10.00
30,4,21.00,1.3.7.11,1,10.00
30,4,21.00,3.12.11.15,1,10.00
30,4,21.00,12.57.15.16,1,99999.00
30,4,21.00,57.12.16.17,1,99999.00
30,4,21.00,12.13.17.20,1,10.00
30,4,21.00,13.24.20.24,1,10.00
30,4,21.00,24.58.24.25,1,99999.00
30,4,21.00,58.24.25.26,1,99999.00
30,4,21.00,24.81.26.27,1,99999.00
30,4,21.00,81.24.27.28,1,99999.00
30,4,21.00,24.13.28.32,1,10.00
30,4,21.00,13.12.32.35,1,10.00
30,4,21.00,12.3.35.39,1,10.00
30,4,21.00,3.82.39.40,1,99999.00
30,4,21.00,82.3.40.41,1,99999.00
30,4,21.00,3.4.41.45,1,10.00
30,4,21.00,4.31.45.46,1,99999.00
30,4,21.00,31.4.46.47,1,99999.00
30,4,21.00,4.10.47.55,1,10.00
30,4,21.00,10.15.55.61,1,10.00
30,4,21.00,15.22.61.64,1,10.00
30,4,21.00,22.21.64.66,1,10.00
30,4,21.00,21.32.66.67,1,99999.00
30,4,21.00,32.21.67.68,1,99999.00
30,4,21.00,21.23.68.73,1,10.00
30,4,21.00,23.22.73.77,1,10.00
30,4,21.00,22.20.77.82,1,10.00